"","ID","Chain","SouthJ","CentralJ","NorthJ","PA1","PA2","Shore","Group","Empl","C.Owned","Hours.Opening","Soda","Fries","Treatment"
"369",361,1,1,0,0,0,0,0,1,6,0,16,1.02,0.91,0
"370",362,2,1,0,0,0,0,0,1,6,0,12.5,1.06,0.81,0
"371",363,2,1,0,0,0,0,0,1,0,0,12.5,1.06,0.8,0
"372",364,2,1,0,0,0,0,0,1,3.5,0,12,0.95,0.85,0
"373",366,3,1,0,0,0,0,0,1,2,0,11.5,1.02,0.91,0
"374",368,4,1,0,0,0,0,0,1,0,0,12.5,0.89,0.86,0
"375",369,1,0,0,1,0,0,0,1,0,1,15,1.17,1.06,0
"376",370,1,0,0,1,0,0,0,1,20,0,16,1.06,0.95,0
"377",376,1,0,0,1,0,0,0,1,4,0,14,0.95,0.95,0
"378",377,1,0,0,1,0,0,0,1,12,0,14,1.06,0.95,0
"379",379,1,0,0,1,0,0,0,1,20,0,16,1.06,1.06,0
"380",380,1,0,0,1,0,0,0,1,10,0,16,1.06,0.95,0
"381",383,1,0,0,1,0,0,0,1,6,0,16,1.15,0.95,0
"382",384,1,0,0,1,0,0,0,1,NA,0,16,1.06,0.95,0
"383",385,1,0,0,1,0,0,0,1,16,0,17,NA,NA,0
"384",386,1,0,0,1,0,0,0,1,0,0,17,1.06,0.95,0
"385",391,2,0,0,1,0,0,0,1,15,0,10,1.06,1.06,0
"386",393,2,0,0,1,0,0,0,1,4,1,11,1.17,1.27,0
"387",396,3,0,0,1,0,0,0,1,24,1,17,1.27,1.07,0
"388",397,3,0,0,1,0,0,0,1,4,1,17,1.12,1.02,0
"389",398,3,0,0,1,0,0,0,1,14,1,17,1.12,1.06,0
"390",399,3,0,0,1,0,0,0,1,13,1,17,1.27,1.04,0
"391",400,3,0,0,1,0,0,0,1,16,1,17,1.2,1.06,0
"392",401,3,0,0,1,0,0,0,1,8,0,16,1.12,1.02,0
"393",402,3,0,0,1,0,0,0,1,11,1,16,1.12,1.02,0
"394",405,3,0,0,1,0,0,0,1,6,1,17,1.12,1.02,0
"395",410,1,0,0,1,0,0,0,1,0,0,16,1.04,1.12,0
"396",411,1,0,0,1,0,0,0,1,0,0,16,1.16,1.02,0
"397",412,2,0,1,0,0,0,0,1,0,0,11,1.06,1.02,0
"398",413,1,0,0,1,0,0,0,1,0,0,17,1.12,1.02,0
"399",414,1,0,0,1,0,0,0,1,0,0,16,1.06,0.95,0
"400",415,1,0,0,1,0,0,0,1,8,0,16,1.06,0.91,0
"401",417,1,0,0,1,0,0,0,1,4,1,16,1.05,0.94,0
"402",418,1,0,0,1,0,0,0,1,30,0,15,1.02,1.01,0
"403",419,2,0,0,1,0,0,0,1,3,1,11,1.06,0.85,0
"404",421,2,0,0,1,0,0,0,1,20,1,13,1.06,0.85,0
"405",422,2,0,0,1,0,0,0,1,0,0,11,1.06,0.85,0
"406",423,2,0,0,1,0,0,0,1,2,1,12,1.06,0.85,0
"407",424,2,0,0,1,0,0,0,1,3.5,1,11,1.06,0.85,0
"408",426,3,0,0,1,0,0,0,1,3,1,19,1.18,1.02,0
"409",427,4,0,0,1,0,0,0,1,7,0,12.5,1.06,0.98,0
"410",428,4,0,0,1,0,0,0,1,0,0,12.5,1.06,0.98,0
"411",46,1,0,0,0,1,0,0,0,3.5,0,16,1.03,NA,1
"412",49,2,0,0,0,1,0,0,0,0,0,8,1.01,0.89,1
"413",506,2,0,0,0,1,0,0,0,3,1,4,0.95,0.74,1
"414",56,4,0,0,0,1,0,0,0,0,1,6,0.92,0.79,1
"415",61,4,0,0,0,1,0,0,0,28,1,6,1.01,0.84,1
"416",62,4,0,0,0,1,0,0,0,NA,1,6,NA,0.84,1
"417",445,1,0,0,0,0,1,0,0,15,0,19,1.04,0.86,1
"418",451,1,0,0,0,0,1,0,0,26,0,22,1.11,0.84,1
"419",455,2,0,0,0,0,1,0,0,3,1,4,0.94,0.84,1
"420",458,2,0,0,0,1,0,0,0,2,1,3,0.9,0.73,1
"421",462,3,0,0,0,0,1,0,0,1,1,6,1.01,1.01,1
"422",468,1,0,0,0,0,1,0,0,9,0,19,0.97,0.84,1
"423",469,1,0,0,0,0,1,0,0,7,0,19,0.92,0.81,1
"424",470,1,0,0,0,0,1,0,0,18,0,19,1.03,0.84,1
"425",474,1,0,0,0,0,1,0,0,5,0,8,1.09,0.94,1
"426",481,2,0,0,0,0,1,0,0,15,1,4,0.74,0.73,1
"427",483,2,0,0,0,0,1,0,0,4,1,4,0.95,0.74,1
"428",487,3,0,0,0,0,1,0,0,6,1,4,1.05,1.01,1
"429",488,3,0,0,0,0,1,0,0,5,0,12,1.01,1.01,1
"430",489,3,0,0,0,0,1,0,0,2,0,5,1.01,1.01,1
"431",490,3,0,0,0,0,1,0,0,2,1,14,1.01,1.01,1
"432",493,3,0,0,0,1,0,0,0,0,1,14,1.02,1.01,1
"433",495,3,0,0,0,0,1,0,0,8,0,14,0.96,1.01,1
"434",496,3,0,0,0,0,1,0,0,10,1,14,1.01,1.01,1
"435",499,4,0,0,0,0,1,0,0,0,1,6,0.9,0.69,1
"436",509,3,0,0,0,0,1,0,0,5.5,1,13,1,1.01,1
"437",515,3,0,0,0,0,1,0,0,5,1,14,1.01,1.01,1
"438",37,1,0,0,0,1,0,0,0,6,0,16,0.98,0.84,1
"439",39,1,0,0,0,1,0,0,0,5,0,16,1.05,NA,1
"440",40,1,0,0,0,1,0,0,0,7,0,18,0.98,0.82,1
"441",41,1,0,0,0,1,0,0,0,0,0,18,0.94,0.78,1
"442",42,1,0,0,0,1,0,0,0,0,0,16,0.94,NA,1
"443",45,1,0,0,0,1,0,0,0,11,0,18,0.98,0.75,1
"444",47,1,0,0,0,1,0,0,0,0,0,19,1.05,0.86,1
"445",48,1,0,0,0,1,0,0,0,7.5,0,10,0.98,0.79,1
"446",50,2,0,0,0,1,0,0,0,4,0,8,1.01,0.89,1
"447",51,2,0,0,0,1,0,0,0,6,0,8,1,0.89,1
"448",57,4,0,0,0,1,0,0,0,7,1,6,1.01,0.78,1
"449",58,4,0,0,0,1,0,0,0,0,1,6,1.04,0.84,1
"450",59,4,0,0,0,1,0,0,0,0,0,3,1.01,0.84,1
"451",60,4,0,0,0,1,0,0,0,10,0,6,0.98,0.84,1
"452",407,2,0,0,0,0,1,0,0,1,1,4,0.95,0.84,1
"453",430,1,0,0,0,1,0,0,0,0,0,14,0.91,0.73,1
"454",432,1,0,0,0,1,0,0,0,25,0,14,0.94,0.74,1
"455",433,1,0,0,0,1,0,0,0,0,0,14,0.94,0.74,1
"456",434,1,0,0,0,1,0,0,0,19,0,14,0.95,0.8,1
"457",435,1,0,0,0,1,0,0,0,0,0,13,0.94,0.74,1
"458",438,2,0,0,0,1,0,0,0,2,0,24,0.95,0.84,1
"459",440,4,0,0,0,1,0,0,0,0,0,5,1,0.8,1
"460",441,4,0,0,0,1,0,0,0,0,0,5,1,0.8,1
"461",443,4,0,0,0,1,0,0,0,5,0,5,1,0.8,1
"462",444,4,0,0,0,1,0,0,0,10,0,5,0.89,NA,1
"463",446,1,0,0,0,0,1,0,0,7,0,19,0.97,0.84,1
"464",448,1,0,0,0,0,1,0,0,8,0,19,0.96,0.83,1
"465",449,1,0,0,0,0,1,0,0,15,0,19,0.97,0.84,1
"466",450,1,0,0,0,0,1,0,0,27.5,0,19,0.91,0.84,1
"467",454,2,0,0,0,0,1,0,0,0,1,4,0.94,0.73,1
"468",459,3,0,0,0,0,1,0,0,0,1,12,1.01,1.01,1
"469",466,4,0,0,0,0,1,0,0,14,0,5,0.94,NA,1
"470",471,1,0,0,0,0,1,0,0,12,0,19,0.97,0.86,1
"471",472,1,0,0,0,0,1,0,0,8,0,17,0.96,0.84,1
"472",473,1,0,0,0,0,1,0,0,26,0,17,0.97,0.84,1
"473",475,1,0,0,0,0,1,0,0,10,0,12,1.02,0.94,1
"474",476,1,0,0,0,1,0,0,0,5,0,19,0.96,0.84,1
"475",477,1,0,0,0,0,1,0,0,6,0,17,0.96,0.84,1
"476",478,1,0,0,0,1,0,0,0,8,0,19,1.01,0.88,1
"477",485,2,0,0,0,0,1,0,0,4,1,4,1.01,0.73,1
"478",491,3,0,0,0,0,1,0,0,0,0,1,NA,NA,1
"479",492,3,0,0,0,0,1,0,0,4,1,7,1.11,1.11,1
"480",497,4,0,0,0,0,1,0,0,NA,1,6,1.01,0.9,1
"481",498,4,0,0,0,0,1,0,0,21,1,6,0.98,0.84,1
"482",501,1,0,0,0,0,1,0,0,30,0,19,1.03,0.91,1
"483",503,1,0,0,0,0,1,0,0,35,0,19,0.97,0.84,1
"484",510,3,0,0,0,0,1,0,0,2.5,1,12,1.05,1.01,1
"485",511,3,0,0,0,0,1,0,0,3,1,12,1.01,1.01,1
"486",514,3,0,0,0,0,1,0,0,23,0,14,0.95,0.95,1
"487",516,3,0,0,0,0,1,0,0,2,1,10,1.01,0.95,1
"488",521,1,0,0,0,1,0,0,0,0,0,14,0.41,0.84,1
"489",522,1,0,0,0,1,0,0,0,3,0,14,1,0.74,1
"490",113,1,0,1,0,0,0,0,1,2,0,14,1.05,0.9,1
"491",123,1,0,1,0,0,0,0,1,5,0,10,1.05,0.94,1
"492",135,3,0,1,0,0,0,0,1,8,0,5,1.16,1.06,1
"493",138,3,0,0,1,0,0,0,1,2,1,5,1.21,1.01,1
"494",153,1,0,0,1,0,0,0,1,26.5,0,17,1.05,0.95,1
"495",181,2,0,0,1,0,0,0,1,1,0,4,0.95,0.9,1
"496",191,4,0,0,1,0,0,0,1,0,0,6,1.02,0.94,1
"497",231,1,0,0,1,0,0,0,1,16,0,14,0.9,0.95,1
"498",236,1,0,0,1,0,0,0,1,23,0,19,1.1,1.01,1
"499",254,4,1,0,0,0,0,1,1,28,0,12,1,0.85,1
"500",255,4,1,0,0,0,0,0,1,8,0,10,1,0.85,1
"501",294,1,0,0,1,0,0,0,1,0,0,14,1.05,0.94,1
"502",306,3,0,0,1,0,0,0,1,6,1,19,1.11,1.05,1
"503",311,4,0,0,1,0,0,0,1,35,0,5,1.01,0.95,1
"504",315,1,1,0,0,0,0,0,1,4.5,0,14,1.05,0.84,1
"505",335,1,1,0,0,0,0,0,1,7,1,17,1.05,0.94,1
"506",372,1,0,0,1,0,0,0,1,30,1,20,1.06,1.05,1
"507",6,3,0,1,0,0,0,0,1,5,1,23,1.11,1.01,1
"508",14,2,0,1,0,0,0,0,1,4,0,4,1.05,0.94,1
"509",26,1,0,0,1,0,0,0,1,10,0,14,1.01,0.94,1
"510",27,2,0,1,0,0,0,0,1,0,1,2,1.05,0.84,1
"511",30,2,0,0,1,0,0,0,1,4,0,2,0.94,0.92,1
"512",31,2,0,1,0,0,0,0,1,6,0,7,1,1.05,1
"513",33,3,0,0,1,0,0,0,1,6,0,17,1.11,1.06,1
"514",36,4,0,1,0,0,0,0,1,10,0,7,0.95,0.89,1
"515",77,3,0,0,1,0,0,0,1,4,0,21,1.06,1.06,1
"516",78,3,0,0,1,0,0,0,1,10,1,14,1.11,1.01,1
"517",81,4,0,0,1,0,0,0,1,0,0,5,1.11,0.98,1
"518",82,4,0,0,1,0,0,0,1,25,0,9,1.11,0.98,1
"519",83,4,0,0,1,0,0,0,1,NA,0,10,1.11,0.89,1
"520",85,1,0,1,0,0,0,1,1,0,0,7,1.11,1.01,1
"521",89,1,0,1,0,0,0,0,1,6,1,14,1.11,1.01,1
"522",94,2,0,1,0,0,0,0,1,2,0,2,1.05,0.79,1
"523",103,4,0,0,1,0,0,0,1,NA,0,7,1.05,0.84,1
"524",112,4,0,0,1,0,0,0,1,5,0,7,1.11,1.09,1
"525",128,2,0,1,0,0,0,0,1,3,1,4,1.05,0.79,1
"526",129,3,0,1,0,0,0,0,1,7,0,14,1.11,1,1
"527",131,3,0,1,0,0,0,0,1,8,0,12,1.05,1.11,1
"528",139,4,0,1,0,0,0,0,1,11,0,6,NA,NA,1
"529",143,4,0,1,0,0,0,0,1,NA,0,1,NA,NA,1
"530",144,4,0,1,0,0,0,0,1,4,0,7,0.94,0.94,1
"531",145,1,0,0,1,0,0,0,1,10,0,14,1.05,0.96,1
"532",147,1,0,0,1,0,0,0,1,6,0,10,1.13,0.91,1
"533",148,1,0,0,1,0,0,0,1,7.5,0,17,1.05,0.94,1
"534",151,1,0,0,1,0,0,0,1,0,0,1,NA,NA,1
"535",152,1,0,0,1,0,0,0,1,12,0,12,1.16,0.94,1
"536",157,2,0,0,1,0,0,0,1,12,0,4,0.95,0.83,1
"537",161,3,0,0,1,0,0,0,1,26,1,17,1.11,1.06,1
"538",163,3,0,0,1,0,0,0,1,1.5,1,12,NA,NA,1
"539",164,3,0,0,1,0,0,0,1,5,1,17,1.11,1.06,1
"540",165,4,0,0,1,0,0,0,1,10,0,7,1.05,0.98,1
"541",169,1,0,0,1,0,0,0,1,20,1,14,1.11,1.05,1
"542",170,1,0,0,1,0,0,0,1,20,1,14,1.29,1.11,1
"543",187,3,0,0,1,0,0,1,1,5,0,12,1.11,1.06,1
"544",190,3,0,0,1,0,0,0,1,7,1,12,1.05,1.01,1
"545",196,4,0,0,1,0,0,0,1,0,1,7,1,0.9,1
"546",197,1,0,0,1,0,0,0,1,5,0,17,1.05,0.95,1
"547",234,1,0,0,1,0,0,0,1,10,0,14,1.04,1.01,1
"548",240,3,0,0,1,0,0,0,1,15,1,17,1.1,1,1
"549",241,3,0,0,1,0,0,0,1,15,0,14,1.15,1.05,1
"550",242,3,0,0,1,0,0,0,1,12,1,14,1.11,1.06,1
"551",245,3,0,0,1,0,0,0,1,8,0,8,1.11,1.11,1
"552",259,1,1,0,0,0,0,0,1,15,0,11,1.05,NA,1
"553",268,1,1,0,0,0,0,0,1,0,1,12,0.94,0.78,1
"554",271,2,1,0,0,0,0,0,1,0,1,6,0.9,0.73,1
"555",272,2,1,0,0,0,0,0,1,2,1,6,0.94,0.73,1
"556",274,2,1,0,0,0,0,0,1,3,1,4,NA,NA,1
"557",276,2,1,0,0,0,0,0,1,5,1,6,0.95,0.73,1
"558",296,1,0,0,1,0,0,0,1,4,1,14,1.05,0.94,1
"559",299,2,0,0,1,0,0,0,1,6,1,5,1.05,0.84,1
"560",301,2,0,0,1,0,0,0,1,2,1,3,0.94,0.84,1
"561",320,2,1,0,0,0,0,1,1,4,0,4,1.05,0.84,1
"562",321,2,1,0,0,0,0,1,1,4,0,6,1.05,0.84,1
"563",324,3,1,0,0,0,0,0,1,22,0,22,1.22,1.05,1
"564",326,3,1,0,0,0,0,1,1,0,1,22,1.22,NA,1
"565",330,4,1,0,0,0,0,1,1,3,0,11,0.94,0.79,1
"566",334,1,1,0,0,0,0,0,1,0,0,7,0.9,0.9,1
"567",349,3,1,0,0,0,0,0,1,0,1,12,1.01,1.01,1
"568",354,4,1,0,0,0,0,0,1,9,0,3,1,0.85,1
"569",356,4,1,0,0,0,0,0,1,0,0,5,1,0.85,1
"570",357,4,0,0,1,0,0,0,1,21,0,7,1,0.84,1
"571",371,1,0,0,1,0,0,0,1,11,0,14,NA,NA,1
"572",373,1,0,0,1,0,0,0,1,18,1,13,1.1,0.94,1
"573",375,1,0,0,1,0,0,0,1,0,0,12,1.05,0.94,1
"574",378,1,0,0,1,0,0,0,1,20,1,21,1.05,0.99,1
"575",381,1,0,0,1,0,0,0,1,15,0,16,1.37,1.16,1
"576",403,3,0,0,1,0,0,0,1,11,1,14,1.11,1.06,1
"577",406,4,0,0,1,0,0,0,1,17,1,7,0.84,0.94,1
"578",407,4,0,0,1,0,0,0,1,8,1,3,1.05,1.16,1
"579",409,1,0,0,1,0,0,0,1,0,0,12,1.09,1.04,1
"580",1,1,0,1,0,0,0,0,1,20,0,14,1.05,0.79,1
"581",2,1,0,1,0,0,0,0,1,7.5,0,12,1.05,1.01,1
"582",3,2,0,1,0,0,0,0,1,4,0,4,1.05,0.94,1
"583",4,3,0,1,0,0,0,0,1,5,0,9,1.22,1.37,1
"584",5,3,0,1,0,0,0,0,1,10,0,17,1.05,0.94,1
"585",8,4,0,1,0,0,0,0,1,15,0,8,1.01,1.01,1
"586",9,1,0,1,0,0,0,0,1,0,0,14,1.11,0.92,1
"587",10,1,0,1,0,0,0,0,1,15,0,14,0.94,0.87,1
"588",11,1,0,1,0,0,0,0,1,12,0,14,1.05,0.87,1
"589",12,1,0,1,0,0,0,0,1,15,0,14,1.01,0.92,1
"590",13,2,0,1,0,0,0,0,1,2,0,4,1.01,0.94,1
"591",15,3,0,1,0,0,0,0,1,5,0,17,1.05,1.01,1
"592",16,3,0,1,0,0,0,0,1,7,0,17,1.05,1.01,1
"593",17,3,0,1,0,0,0,0,1,4,0,17,1.05,0.94,1
"594",18,3,0,1,0,0,0,0,1,8,0,17,1.05,1,1
"595",19,1,1,0,0,0,0,0,1,6,0,14,1.04,0.93,1
"596",21,2,1,0,0,0,0,0,1,0,0,2,0.94,0.94,1
"597",22,3,1,0,0,0,0,0,1,3,0,12,1.05,1.05,1
"598",23,1,0,0,1,0,0,0,1,14,0,16,1.05,0.94,1
"599",24,1,0,1,0,0,0,0,1,15,0,1,1.05,0.94,1
"600",28,2,0,0,1,0,0,0,1,6,0,2,NA,1.05,1
"601",29,2,0,0,1,0,0,0,1,0,0,4,1.05,1.05,1
"602",32,3,0,0,1,0,0,0,1,2,0,5,1.22,1.11,1
"603",34,3,0,0,1,0,0,0,1,11,1,5,1.22,1.11,1
"604",35,4,0,0,1,0,0,0,1,13,0,5,1.03,NA,1
"605",38,1,0,1,0,0,0,0,1,10,0,18,0.98,0.82,1
"606",63,1,0,0,1,0,0,0,1,15,1,19,1.11,1.01,1
"607",64,1,0,0,1,0,0,0,1,13,0,14,1.05,0.95,1
"608",65,1,0,0,1,0,0,0,1,NA,0,1,NA,NA,1
"609",66,1,0,0,1,0,0,0,1,26,0,17,1.05,0.95,1
"610",67,1,0,0,1,0,0,0,1,4,0,9,1.32,1.05,1
"611",68,1,0,0,1,0,0,0,1,13,0,17,1.05,0.95,1
"612",69,1,0,0,1,0,0,0,1,0,0,19,1.26,1.01,1
"613",70,1,0,0,1,0,0,0,1,10,0,14,1.05,0.95,1
"614",71,1,0,0,1,0,0,0,1,29,0,17,1.05,0.95,1
"615",73,2,0,0,1,0,0,0,1,14,0,4,1.05,1.05,1
"616",75,2,0,0,1,0,0,0,1,4,0,4,1.16,1.16,1
"617",76,3,0,0,1,0,0,0,1,25,1,16,1.11,1.06,1
"618",79,3,0,0,1,0,0,0,1,8,1,14,1.11,1.06,1
"619",80,4,0,0,1,0,0,0,1,11,0,7,1.12,0.98,1
"620",84,1,0,1,0,0,0,0,1,12,0,14,1.05,0.9,1
"621",86,1,0,1,0,0,0,0,1,9,0,12,1.05,1.05,1
"622",87,1,0,1,0,0,0,1,1,0,0,12,1,0.99,1
"623",88,1,1,0,0,0,0,0,1,4,0,12,1.05,0.87,1
"624",91,1,0,1,0,0,0,1,1,0,1,17,1.11,1.05,1
"625",92,1,0,1,0,0,0,1,1,14,1,12,1.11,1.01,1
"626",93,1,0,0,1,0,0,0,1,5,1,14,1.11,1.05,1
"627",95,2,0,1,0,0,0,0,1,0,0,2,1.05,0.75,1
"628",96,2,0,0,1,0,0,0,1,0,0,3,1.05,0.94,1
"629",97,2,0,1,0,0,0,0,1,2.5,0,2,1.05,0.8,1
"630",98,2,0,1,0,0,0,1,1,3,0,2,1.05,0.9,1
"631",99,3,0,1,0,0,0,1,1,30,1,22,1.22,1.17,1
"632",101,3,0,1,0,0,0,1,1,10,0,12,1.15,1.1,1
"633",102,3,1,0,0,0,0,0,1,0,0,12,1.07,1.01,1
"634",104,4,0,1,0,0,0,1,1,11,0,7,1,0.84,1
"635",105,1,0,0,1,0,0,0,1,0,0,16,1.05,0.99,1
"636",106,1,0,0,1,0,0,0,1,2,0,14,1.05,0.95,1
"637",107,1,0,0,1,0,0,0,1,13.5,1,10,NA,1.01,1
"638",108,1,0,0,1,0,0,0,1,11,0,17,1.37,1.02,1
"639",111,3,0,0,1,0,0,0,1,20,0,14,1.16,1.16,1
"640",114,1,0,1,0,0,0,0,1,20,0,16,1.11,0.94,1
"641",115,1,0,1,0,0,0,0,1,6,0,17,1.05,0.95,1
"642",116,1,0,1,0,0,0,0,1,22,0,8,1.39,0.95,1
"643",118,1,0,0,1,0,0,0,1,18,0,12,1.05,0.94,1
"644",119,1,0,0,1,0,0,0,1,18,0,18,1.05,0.89,1
"645",120,1,0,1,0,0,0,0,1,0,1,14,1.05,1.05,1
"646",122,1,0,0,1,0,0,0,1,10,0,7,1.15,0.94,1
"647",124,1,0,1,0,0,0,0,1,21,0,12,1.16,0.94,1
"648",125,2,0,1,0,0,0,0,1,0,0,6,1.01,1.01,1
"649",130,3,0,1,0,0,0,0,1,2,1,14,1.11,1.06,1
"650",132,3,0,1,0,0,0,0,1,15,1,10,NA,NA,1
"651",133,3,0,1,0,0,0,0,1,3,1,12,1.11,1.06,1
"652",134,3,0,1,0,0,0,0,1,6,0,14,1.11,1.06,1
"653",136,3,0,1,0,0,0,0,1,NA,1,14,NA,NA,1
"654",137,3,0,0,1,0,0,0,1,12,1,12,1.11,1.11,1
"655",140,4,0,1,0,0,0,0,1,5,0,5,1,0.94,1
"656",141,4,0,1,0,0,0,0,1,10,0,7,1.05,0.84,1
"657",142,4,0,0,1,0,0,0,1,40,0,5,1.01,0.89,1
"658",146,1,0,0,1,0,0,0,1,0,0,14,1.05,0.99,1
"659",149,1,0,0,1,0,0,0,1,8,0,14,1.05,0.94,1
"660",150,1,0,0,1,0,0,0,1,12,0,12,1.11,0.88,1
"661",156,1,0,0,1,0,0,0,1,2,0,12,0.95,0.94,1
"662",158,2,0,0,1,0,0,0,1,3,0,5,0.95,0.94,1
"663",159,2,0,0,1,0,0,0,1,10,0,5,0.95,0.84,1
"664",162,3,0,0,1,0,0,0,1,3,1,13,1.11,1.01,1
"665",166,4,0,0,1,0,0,0,1,0,0,7,1.11,0.84,1
"666",168,1,0,0,1,0,0,0,1,0,0,14,1.11,0.95,1
"667",171,1,0,0,1,0,0,1,1,10,1,14,1.18,1.04,1
"668",172,1,0,0,1,0,0,0,1,7,0,8,1.11,1.01,1
"669",173,1,0,0,1,0,0,0,1,11,0,19,1.05,0.94,1
"670",174,1,0,0,1,0,0,1,1,20,0,14,1.05,0.9,1
"671",176,1,0,0,1,0,0,0,1,20,0,14,1.04,1.06,1
"672",178,2,0,0,1,0,0,1,1,1,1,3,1.01,0.94,1
"673",179,2,0,0,1,0,0,0,1,2,0,4,0.94,0.84,1
"674",180,2,0,0,1,0,0,1,1,0,0,6,1.05,1.05,1
"675",182,2,1,0,0,0,0,1,1,0,0,2,1.05,1,1
"676",183,2,0,0,1,0,0,0,1,15,0,3,1.05,1,1
"677",185,2,0,1,0,0,0,1,1,2,0,3,1.05,1,1
"678",186,3,0,0,1,0,0,0,1,12,0,14,1.17,1.06,1
"679",189,3,0,0,1,0,0,0,1,0,0,12,1.11,1.06,1
"680",192,4,0,0,1,0,0,0,1,4.5,0,7,1.05,0.84,1
"681",193,4,0,0,1,0,0,1,1,4,0,8,1.01,0.9,1
"682",195,4,0,0,1,0,0,1,1,8,0,7,0.94,0.84,1
"683",198,1,0,0,1,0,0,0,1,10,0,14,1.05,0.94,1
"684",199,2,0,0,1,0,0,0,1,11,0,3,0.91,0.9,1
"685",200,1,0,0,1,0,0,0,1,5,0,18,1.05,0.94,1
"686",201,1,0,0,1,0,0,0,1,16,0,17,1.05,0.95,1
"687",202,1,0,0,1,0,0,0,1,13,0,21,1.15,0.95,1
"688",203,1,0,0,1,0,0,0,1,4,0,17,1.05,0.95,1
"689",204,1,0,0,1,0,0,0,1,12,0,18,1.05,0.99,1
"690",207,2,0,0,1,0,0,0,1,8.5,1,6,1.05,0.84,1
"691",208,3,0,0,1,0,0,0,1,5,1,10,1.06,1.06,1
"692",209,3,0,0,1,0,0,0,1,6,1,14,1.11,1.06,1
"693",210,4,0,0,1,0,0,0,1,0,1,4,NA,NA,1
"694",211,1,1,0,0,0,0,0,1,2,0,12,NA,0.9,1
"695",212,1,1,0,0,0,0,0,1,20,0,14,1.05,0.94,1
"696",213,1,1,0,0,0,0,0,1,12,1,18,1.05,0.94,1
"697",214,1,1,0,0,0,0,0,1,0,0,15,1.04,0.93,1
"698",215,1,1,0,0,0,0,0,1,20,0,14,0.93,0.84,1
"699",216,2,1,0,0,0,0,0,1,2,0,3,1.05,0.94,1
"700",217,2,1,0,0,0,0,0,1,0,1,3,0.94,0.73,1
"701",218,2,1,0,0,0,0,0,1,5,1,4,0.95,0.73,1
"702",219,2,1,0,0,0,0,0,1,9,1,3,0.94,0.73,1
"703",220,2,1,0,0,0,0,0,1,3,0,2,1.09,0.9,1
"704",221,2,1,0,0,0,0,0,1,1,0,4,1.05,0.94,1
"705",222,3,1,0,0,0,0,0,1,2,1,5,1.01,1.01,1
"706",223,3,1,0,0,0,0,0,1,3,1,12,1.01,1.01,1
"707",225,3,1,0,0,0,0,0,1,12,1,17,1.01,1.01,1
"708",226,4,1,0,0,0,0,0,1,0,0,3,1,0.85,1
"709",228,4,1,0,0,0,0,0,1,11,0,7,1,0.84,1
"710",229,1,0,0,1,0,0,0,1,22,0,9,1.01,0.94,1
"711",230,1,0,0,1,0,0,0,1,15,0,17,1.05,0.94,1
"712",232,1,0,0,1,0,0,0,1,18,0,12,1.05,0.95,1
"713",233,1,0,0,1,0,0,0,1,15,0,14,1.05,0.94,1
"714",235,1,0,0,1,0,0,0,1,NA,0,12,1.11,1.11,1
"715",237,1,0,0,1,0,0,0,1,9,0,13,0.94,0.94,1
"716",238,2,0,0,1,0,0,0,1,25,1,6,1.05,1.05,1
"717",239,2,0,0,1,0,0,0,1,0,0,7,1.05,0.84,1
"718",243,3,0,0,1,0,0,0,1,7,1,13,1.11,1.06,1
"719",244,3,0,0,1,0,0,0,1,16,1,17,1.11,1.12,1
"720",247,4,0,0,1,0,0,0,1,0,0,13,1.11,1.09,1
"721",248,4,0,0,1,0,0,0,1,10,0,14,1.37,0.95,1
"722",249,1,1,0,0,0,0,1,1,10,0,12,1.01,1.01,1
"723",250,2,1,0,0,0,0,1,1,2,1,2,0.94,0.84,1
"724",253,3,1,0,0,0,0,0,1,4,1,14,1.23,1.11,1
"725",257,1,1,0,0,0,0,1,1,NA,0,1,NA,NA,1
"726",258,1,1,0,0,0,0,0,1,20,0,19,1.08,0.94,1
"727",260,1,1,0,0,0,0,0,1,4,1,14,1.09,0.94,1
"728",262,1,1,0,0,0,0,0,1,0,0,18,1.08,1.02,1
"729",264,1,1,0,0,0,0,0,1,0,0,14,1.05,1.11,1
"730",265,1,1,0,0,0,0,0,1,0,0,1,NA,NA,1
"731",267,1,1,0,0,0,0,0,1,30,0,14,1.05,0.88,1
"732",269,2,1,0,0,0,0,0,1,10,1,4,0.94,0.73,1
"733",273,2,1,0,0,0,0,0,1,2,1,2,0.95,0.74,1
"734",275,2,1,0,0,0,0,0,1,1,1,3,0.94,0.73,1
"735",277,2,1,0,0,0,0,0,1,1,1,2,0.94,0.73,1
"736",278,2,1,0,0,0,0,0,1,0,1,4,0.95,0.73,1
"737",282,3,1,0,0,0,0,0,1,0,1,1,NA,NA,1
"738",284,3,1,0,0,0,0,0,1,6,1,14,1.01,1.01,1
"739",285,3,1,0,0,0,0,0,1,3,1,14,1.01,1.01,1
"740",286,3,1,0,0,0,0,0,1,2,1,5,1.02,1.01,1
"741",287,3,1,0,0,0,0,0,1,2,1,14,1.01,1.01,1
"742",288,3,1,0,0,0,0,0,1,5,1,14,1.01,1.01,1
"743",289,3,1,0,0,0,0,0,1,3,1,12,1.01,1.01,1
"744",290,4,1,0,0,0,0,0,1,0,0,5,1,0.85,1
"745",291,4,1,0,0,0,0,0,1,5,0,5,1,0.85,1
